 1.     0.    1.    0.  0.5    +1.  1.000000e+00 0. 
 2.     1.    1.    0.  0.5    +1.  0.999167e+00 0. 
 3.     1.    2.    0.  1.      +1.  1.996800e+00 0. 
 4.     1.    3.    0.  0.5    +1.  2.990140e+00 0. 
 5.     1.    4.    0.  2.      -1.  3.993200e+00 0. 
 6.     1.    5.    0.  0.5    +1.  4.992050e+00 0. 
 7.     1.    6.    0.  2.      -1.  5.993010e+00 0. 
 8.     1.    7.    0.  0.5    +1.  6.992170e+00 0. 
 9.     2.    3.    0.  0.5    +1.  2.990120e+00 0. 
 10.    2.    4.    0.  0.      +1.  3.968220e+00 0. 
 11.    2.    5.    0.  1.5    -1.  4.969170e+00 0. 
 12.    2.    6.    0.  0.      +1.  5.967180e+00 0. 
 13.    2.    7.    0.  1.5    -1.  6.967650e+00 0. 
 14.    2.    8.    0.  0.      +1.  7.964910e+00 0. 
 15.    2.    9.    0.  0.5    -1.  8.966260e+00 0. 
 16.    2.    10.   0.  0.      +1.  9.966040e+00 0. 
 17.    3.    4.    0.  2.      -1.  3.992590e+00 0. 
 18.    3.    5.    0.  1.5    -1.  4.969480e+00 0. 
 19.    3.    6.    0.  1.      +1.  5.963450e+00 0. 
 20.    3.    7.    0.  1.5    -1.  6.955730e+00 0. 
 21.    3.    8.    0.  2.      +1.  7.953570e+00 0. 
 22.    3.    9.    0.  1.5    -1.  8.949250e+00 0. 
 23.    3.    10.   0. -77.777 +0.  9.949270e+00 0. 
 24.    3.    11.   0.  1.5    -1.  1.094890e+01 0. 
 25.    3.    12.   0. -77.777 +0.  1.195020e+01 0. 
 26.    4.    5.    0.  0.5    +1.  4.997490e+00 0. 
 27.    4.    6.    0.  0.      +1.  5.968010e+00 0. 
 28.    4.    7.    0.  1.5    -1.  6.956650e+00 0. 
 29.    4.    8.    0.  0.      +1.  7.936540e+00 0. 
 30.    4.    9.    0.  1.5    -1.  8.934760e+00 0. 
 31.    4.    10.   0.  0.      +1.  9.927510e+00 0. 
 32.    4.    11.   0.  0.5    +1.  1.092700e+01 0. 
 33.    4.    12.   0.  0.      +1.  1.192360e+01 0. 
 34.    4.    13.   0.  0.5    +1.  1.292370e+01 0. 
 35.    4.    14.   0.  0.      +1.  1.392230e+01 0. 
 36.    4.    15.   0. -77.777 +0.  1.492410e+01 0. 
 37.    4.    16.   0.  0.      +1.  1.592390e+01 0. 
 38.    5.    6.    0.  2.      -1.  5.994860e+00 0. 
 39.    5.    7.    0.  1.5    -1.  6.969530e+00 0. 
 40.    5.    8.    0.  2.      +1.  7.955670e+00 0. 
 41.    5.    9.    0.  1.5    -1.  8.935900e+00 0. 
 42.    5.    10.   0.  3.      +1.  9.926920e+00 0. 
 43.    5.    11.   0.  1.5    -1.  1.091470e+01 0. 
 44.    5.    12.   0.  1.      +1.  1.191110e+01 0. 
 45.    5.    13.   0.  1.5    -1.  1.290600e+01 0. 
 46.    5.    14.   0.  2.      -1.  1.390490e+01 0. 
 47.    5.    15.   0.  1.5    -1.  1.490200e+01 0. 
 48.    5.    16.   0.  0.      -1.  1.590200e+01 0. 
 49.    5.    17.   0.  1.5    -1.  1.690050e+01 0. 
 50.    5.    18.   0.  4.      -1.  1.790110e+01 0. 
 51.    5.    19.   0.  1.5    -1.  1.890000e+01 0. 
 52.    6.    8.    0.  0.      +1.  7.968630e+00 0. 
 53.    6.    9.    0.  1.5    -1.  8.953460e+00 0. 
 54.    6.    10.   0.  0.      +1.  9.930800e+00 0. 
 55.    6.    11.   0.  1.5    -1.  1.091680e+01 0. 
 56.    6.    12.   0.  0.      +1.  1.189690e+01 0. 
 57.    6.    13.   0.  0.5    -1.  1.289160e+01 0. 
 58.    6.    14.   0.  0.      +1.  1.388290e+01 0. 
 59.    6.    15.   0.  0.5    +1.  1.488170e+01 0. 
 60.    6.    16.   0.  0.      +1.  1.587710e+01 0. 
 61.    6.    17.   0.  1.5    +1.  1.687640e+01 0. 
 62.    6.    18.   0.  0.      +1.  1.787190e+01 0. 
 63.    6.    19.   0.  0.5    +1.  1.887130e+01 0. 
 64.    6.    20.   0.  0.      +1.  1.986820e+01 0. 
 65.    6.    21.   0.  0.5    +1.  2.086850e+01 0. 
 66.    6.    22.   0.  0.      +1.  2.186770e+01 0. 
 67.    7.    10.   0.  2.      -1.  9.955390e+00 0. 
 68.    7.    11.   0.  0.5    +1.  1.093140e+01 0. 
 69.    7.    12.   0.  1.      +1.  1.191540e+01 0. 
 70.    7.    13.   0.  0.5    -1.  1.289400e+01 0. 
 71.    7.    14.   0.  1.      +1.  1.388280e+01 0. 
 72.    7.    15.   0.  0.5    -1.  1.487130e+01 0. 
 73.    7.    16.   0.  2.      -1.  1.586860e+01 0. 
 74.    7.    17.   0.  0.5    -1.  1.686230e+01 0. 
 75.    7.    18.   0.  1.      -1.  1.785930e+01 0. 
 76.    7.    19.   0.  0.5    -1.  1.885370e+01 0. 
 77.    7.    20.   0. -77.777 +0.  1.985140e+01 0. 
 78.    7.    21.   0.  0.5    -1.  2.084650e+01 0. 
 79.    7.    22.   0. -77.777 +0.  2.184510e+01 0. 
 80.    7.    23.   0.  0.5    -1.  2.284330e+01 0. 
 81.    7.    24.   0. -77.777 +0.  2.384440e+01 0. 
 82.    7.    25.   0.  0.5    -1.  2.484540e+01 0. 
 83.    8.    12.   0.  0.      +1.  1.193100e+01 0. 
 84.    8.    13.   0.  1.5    -1.  1.291290e+01 0. 
 85.    8.    14.   0.  0.      +1.  1.388830e+01 0. 
 86.    8.    15.   0.  0.5    -1.  1.487420e+01 0. 
 87.    8.    16.   0.  0.      +1.  1.585750e+01 0. 
 88.    8.    17.   0.  2.5    +1.  1.685310e+01 0. 
 89.    8.    18.   0.  0.      +1.  1.784450e+01 0. 
 90.    8.    19.   0.  2.5    +1.  1.884030e+01 0. 
 91.    8.    20.   0.  0.      +1.  1.983220e+01 0. 
 92.    8.    21.   0.  2.5    +1.  2.082820e+01 0. 
 93.    8.    22.   0.  0.      +1.  2.182090e+01 0. 
 94.    8.    23.   0.  0.5    +1.  2.281800e+01 0. 
 95.    8.    24.   0.  0.      +1.  2.381410e+01 0. 
 96.    8.    25.   0.  1.5    +1.  2.481440e+01 0. 
 97.    8.    26.   0.  0.      +1.  2.581470e+01 0. 
 98.    8.    27.   0.  1.5    +1.  2.681590e+01 0. 
 99.    8.    28.   0.  0.      +1.  2.781680e+01 0. 
 100.   9.    14.   0.  2.      -1.  1.391450e+01 0. 
 101.   9.    15.   0.  0.5    +1.  1.488900e+01 0. 
 102.   9.    16.   0.  0.      -1.  1.587390e+01 0. 
 103.   9.    17.   0.  2.5    +1.  1.685600e+01 0. 
 104.   9.    18.   0.  1.      +1.  1.784630e+01 0. 
 105.   9.    19.   0.  0.5    +1.  1.883520e+01 0. 
 106.   9.    20.   0.  2.      +1.  1.982820e+01 0. 
 107.   9.    21.   0.  2.5    +1.  2.081960e+01 0. 
 108.   9.    22.   0. -77.777 +0.  2.181400e+01 0. 
 109.   9.    23.   0. -77.777 +0.  2.280600e+01 0. 
 110.   9.    24.   0. -77.777 +0.  2.380190e+01 0. 
 111.   9.    25.   0.  2.5    +1.  2.479720e+01 0. 
 112.   9.    26.   0.  1.      +1.  2.579610e+01 0. 
 113.   9.    27.   0.  2.5    +1.  2.679460e+01 0. 
 114.   9.    28.   0. -77.777 +0.  2.779480e+01 0. 
 115.   9.    29.   0.  2.5    +1.  2.879380e+01 0. 
 116.   9.    30.   0. -77.777 +0.  2.979430e+01 0. 
 117.   9.    31.   0.  2.5    +1.  3.079360e+01 0. 
 118.   10.   16.   0.  0.      +1.  1.588810e+01 0. 
 119.   10.   17.   0.  0.5    -1.  1.687150e+01 0. 
 120.   10.   18.   0.  0.      +1.  1.785100e+01 0. 
 121.   10.   19.   0.  0.5    +1.  1.883860e+01 0. 
 122.   10.   20.   0.  0.      +1.  1.982070e+01 0. 
 123.   10.   21.   0.  1.5    +1.  2.081350e+01 0. 
 124.   10.   22.   0.  0.      +1.  2.180250e+01 0. 
 125.   10.   23.   0.  2.5    +1.  2.279690e+01 0. 
 126.   10.   24.   0.  0.      +1.  2.378750e+01 0. 
 127.   10.   25.   0.  1.5    +1.  2.478300e+01 0. 
 128.   10.   26.   0.  0.      +1.  2.577710e+01 0. 
 129.   10.   27.   0.  1.5    +1.  2.677560e+01 0. 
 130.   10.   28.   0.  0.      +1.  2.777140e+01 0. 
 131.   10.   29.   0.  1.5    +1.  2.877010e+01 0. 
 132.   10.   30.   0.  0.      +1.  2.976690e+01 0. 
 133.   10.   31.   0.  3.5    -1.  3.076650e+01 0. 
 134.   10.   32.   0.  0.      +1.  3.176480e+01 0. 
 135.   10.   33.   0.  3.5    -1.  3.276550e+01 0. 
 136.   10.   34.   0.  0.      +1.  3.376450e+01 0. 
 137.   11.   18.   0.  1.      -1.  1.787110e+01 0. 
 138.   11.   19.   0.  2.5    +1.  1.885050e+01 0. 
 139.   11.   20.   0.  2.      +1.  1.983550e+01 0. 
 140.   11.   21.   0.  1.5    +1.  2.081730e+01 0. 
 141.   11.   22.   0.  3.      +1.  2.180550e+01 0. 
 142.   11.   23.   0.  1.5    +1.  2.279230e+01 0. 
 143.   11.   24.   0.  4.      +1.  2.378490e+01 0. 
 144.   11.   24.   1.  1.      +1.  2.378490e+01 0.4723
 145.   11.   25.   0.  2.5    +1.  2.477530e+01 0. 
 146.   11.   26.   0.  3.      +1.  2.576930e+01 0. 
 147.   11.   27.   0.  2.5    +1.  2.676220e+01 0. 
 148.   11.   28.   0.  1.      +1.  2.775840e+01 0. 
 149.   11.   29.   0.  1.5    +1.  2.875370e+01 0. 
 150.   11.   30.   0.  2.      +1.  2.975120e+01 0. 
 151.   11.   31.   0.  1.5    +1.  3.074720e+01 0. 
 152.   11.   32.   0. -77.777 +0.  3.174540e+01 0. 
 153.   11.   33.   0.  1.5    +1.  3.274300e+01 0. 
 154.   11.   34.   0.  1.      +1.  3.374280e+01 0. 
 155.   11.   35.   0.  1.5    +1.  3.474150e+01 0. 
 156.   11.   36.   0. -77.777 +0.  3.574180e+01 0. 
 157.   11.   37.   0.  1.5    +1.  3.674100e+01 0. 
 158.   12.   20.   0.  0.      +1.  1.984690e+01 0. 
 159.   12.   21.   0.  2.5    +1.  2.083120e+01 0. 
 160.   12.   22.   0.  0.      +1.  2.181060e+01 0. 
 161.   12.   23.   0.  1.5    +1.  2.279660e+01 0. 
 162.   12.   24.   0.  0.      +1.  2.377900e+01 0. 
 163.   12.   25.   0.  2.5    +1.  2.477120e+01 0. 
 164.   12.   26.   0.  0.      +1.  2.575940e+01 0. 
 165.   12.   27.   0.  0.5    +1.  2.675250e+01 0. 
 166.   12.   28.   0.  0.      +1.  2.774350e+01 0. 
 167.   12.   29.   0.  1.5    +1.  2.873960e+01 0. 
 168.   12.   30.   0.  0.      +1.  2.973280e+01 0. 
 169.   12.   31.   0.  1.5    +1.  3.073030e+01 0. 
 170.   12.   32.   0.  0.      +1.  3.172410e+01 0. 
