#             |        Inner            |            Outer 1         |         Outer 2           |     Isomer 1             |       Isomer 2
# Z   N   A   |  E[MeV] B20   B22   B30 |  E[MeV] B20   B22   B30    |  E[MeV] B20   B22   B30   | E[MeV] B20   B22   B30   |   E[MeV] B20   B22   B30
 70  86 156    29.001  3.84 -0.00  1.65     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70  87 157     6.880  0.66  0.00  0.01    28.696  3.86 -0.00  1.84     0.000  0.00  0.00  0.00     6.056  0.80 -0.00  0.03     0.000  0.00  0.00  0.00
 70  88 158    29.914  3.90 -0.00  1.61     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70  89 159    29.074  3.79  0.00  1.67     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70  90 160    29.603  3.88 -0.00  1.43     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70  91 161    31.188  3.85 -0.00  1.41     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70  92 162    31.769  4.28  0.00  0.81     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70  93 163    31.045  3.87 -0.00  1.41     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70  94 164    33.013  4.29  0.00  0.92     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70  95 165    33.332  3.92 -0.00  1.89     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70  96 166    33.305  3.80  0.00  1.68     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70  97 167    34.269  3.89 -0.00  1.32     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70  98 168    35.507  4.19 -0.00  0.52     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70  99 169    33.536  3.28 -0.00  1.38    37.042  3.83  0.00  2.18     0.000  0.00  0.00  0.00    32.913  3.38 -0.00  1.50     0.000  0.00  0.00  0.00
 70 100 170    36.881  4.14 -0.00  0.60     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70 101 171    37.015  4.19 -0.00  0.84     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70 102 172    35.504  3.92 -0.00  0.32     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70 103 173    35.347  3.66  0.00  0.01     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70 104 174    36.298  3.93 -0.00  0.48     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70 105 175    35.152  3.73  0.00  0.01     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 70 106 176    36.621  3.97  0.00  0.46     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 71  85 156    25.539  2.96 -0.00  0.90    28.508  4.16 -0.00  1.17     0.000  0.00  0.00  0.00    25.354  3.05 -0.00  0.91     0.000  0.00  0.00  0.00
 71  86 157    28.055  3.84 -0.00  1.83     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 71  87 158    28.078  4.09  0.00  1.22     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 71  88 159    28.159  3.95  0.00  1.39     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 71  89 160    25.424  3.01 -0.00  0.99    27.874  3.87  0.00  1.42     0.000  0.00  0.00  0.00    25.102  3.15 -0.00  1.04     0.000  0.00  0.00  0.00
 71  90 161    27.626  3.86 -0.00  1.39     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 71  91 162    29.151  4.03  0.00  1.48     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
 71  92 163    29.367  4.34  0.00  0.59     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00     0.000  0.00  0.00  0.00
